id,holder_name,status,land_area_acres,latitude,longitude,village,district,state
MP_ALI_007,Radhika Korku,PENDING,2.0,22.2636,74.093,Village_856,Alirajpur,Madhya Pradesh
MP_ALI_008,Mallesh Koya,APPROVED,1.5,22.3186,74.263,Village_147,Alirajpur,Madhya Pradesh
MP_ALI_009,Kamli Ho,PENDING,1.4,22.0223,74.2336,Village_190,Alirajpur,Madhya Pradesh
MP_ALI_010,Mallesh Pradhan,PENDING,1.0,22.5507,74.7103,Village_816,Alirajpur,Madhya Pradesh
MP_ALI_011,Anjali Sahariya,APPROVED,2.8,22.4981,74.2001,Village_838,Alirajpur,Madhya Pradesh
MP_ALI_012,Debu Majhi,PENDING,2.2,22.2654,74.1934,Village_208,Alirajpur,Madhya Pradesh
MP_ALI_013,Sarita Nayak,PENDING,2.8,22.4867,74.2497,Village_287,Alirajpur,Madhya Pradesh
MP_ALI_014,Shanti Lambada,PENDING,2.0,22.2263,74.1392,Village_897,Alirajpur,Madhya Pradesh
MP_ALI_015,Bikash Kondh,APPROVED,1.6,21.9758,74.2531,Village_611,Alirajpur,Madhya Pradesh
MP_ALI_016,Sarla Lambada,PENDING,1.4,22.1435,74.2892,Village_266,Alirajpur,Madhya Pradesh
MP_ALI_017,Narayan Bhil,APPROVED,1.3,22.3166,74.5048,Village_876,Alirajpur,Madhya Pradesh
MP_ALI_018,Asha Sahariya,PENDING,1.5,22.3125,74.1456,Village_162,Alirajpur,Madhya Pradesh
MP_ALI_019,Soni Lambada,APPROVED,1.2,22.0421,74.2198,Village_476,Alirajpur,Madhya Pradesh
MP_CHH_001,Gouranga Birhor,APPROVED,2.3,22.3717,78.6165,Village_350,Chhindwara,Madhya Pradesh
MP_CHH_002,Mallesh Majhi,APPROVED,0.8,22.5191,79.2498,Village_489,Chhindwara,Madhya Pradesh
MP_CHH_003,Gita Ho,APPROVED,2.2,22.0392,79.2778,Village_761,Chhindwara,Madhya Pradesh
MP_CHH_004,Soni Ho,PENDING,0.7,21.8156,78.5584,Village_681,Chhindwara,Madhya Pradesh
MP_CHH_005,Radha Pradhan,PENDING,1.4,21.9055,78.7544,Village_842,Chhindwara,Madhya Pradesh
MP_CHH_006,Reang Majhi,PENDING,0.6,22.4663,78.8422,Village_995,Chhindwara,Madhya Pradesh
MP_CHH_007,Dinesh Birhor,PENDING,0.6,22.3635,78.7062,Village_526,Chhindwara,Madhya Pradesh
MP_CHH_008,Chandan Ekka,APPROVED,1.6,22.1303,78.9785,Village_583,Chhindwara,Madhya Pradesh
MP_CHH_009,Soma Debbarma,APPROVED,1.6,22.4995,78.8708,Village_318,Chhindwara,Madhya Pradesh
MP_CHH_010,Mohan Gond,PENDING,2.5,21.6561,78.951,Village_688,Chhindwara,Madhya Pradesh
MP_CHH_011,Harish Naik,APPROVED,1.7,21.7865,79.0714,Village_767,Chhindwara,Madhya Pradesh
MP_CHH_012,Jiten Bai,PENDING,2.9,22.0963,78.9054,Village_210,Chhindwara,Madhya Pradesh
MP_CHH_013,Anitha Oraon,PENDING,2.9,22.3736,79.0438,Village_381,Chhindwara,Madhya Pradesh
MP_CHH_014,Kiran Lambada,APPROVED,1.8,22.4296,78.7351,Village_871,Chhindwara,Madhya Pradesh
MP_CHH_015,Nita Meena,APPROVED,2.8,22.0892,79.3505,Village_494,Chhindwara,Madhya Pradesh
MP_CHH_016,Manoj Lambada,PENDING,2.3,22.5304,79.1311,Village_764,Chhindwara,Madhya Pradesh
MP_CHH_017,Rakhi Kharia,PENDING,3.0,22.4235,78.6594,Village_298,Chhindwara,Madhya Pradesh
MP_CHH_018,Lopa Debbarma,APPROVED,2.0,22.0766,79.0246,Village_612,Chhindwara,Madhya Pradesh
MP_CHH_019,Lukra Baiga,PENDING,0.9,22.1189,79.3466,Village_273,Chhindwara,Madhya Pradesh
MP_CHH_020,Shanti Sahariya,PENDING,0.9,22.0943,78.4431,Village_651,Chhindwara,Madhya Pradesh
MP_HAR_001,Nita Naik,APPROVED,1.6,22.345,77.0615,Village_165,Harda,Madhya Pradesh
MP_HAR_002,Radha Lambada,APPROVED,2.3,21.9367,77.2442,Village_748,Harda,Madhya Pradesh
MP_HAR_003,Kalia Pradhan,PENDING,1.7,22.4496,77.0667,Village_868,Harda,Madhya Pradesh
MP_HAR_004,Rinku Santhal,PENDING,1.9,22.4095,77.2939,Village_496,Harda,Madhya Pradesh
MP_HAR_005,Gita Meena,PENDING,2.8,22.0449,77.5019,Village_758,Harda,Madhya Pradesh
MP_HAR_006,Sonali Naik,APPROVED,2.4,21.945,77.2077,Village_201,Harda,Madhya Pradesh
MP_HAR_007,Sarla Naik,APPROVED,2.1,22.1198,77.05,Village_628,Harda,Madhya Pradesh
MP_HAR_008,Gita Sahariya,PENDING,0.9,22.0433,77.308,Village_958,Harda,Madhya Pradesh
MP_HAR_009,Ram Sahariya,PENDING,2.8,22.4474,77.183,Village_991,Harda,Madhya Pradesh
MP_HAR_010,Mallaiah Baiga,APPROVED,1.9,22.4778,77.149,Village_277,Harda,Madhya Pradesh
MP_HAR_011,Ramesh Korku,PENDING,2.7,22.4063,77.2654,Village_977,Harda,Madhya Pradesh
MP_WES_001,Rita Bhil,APPROVED,2.7,21.904,75.6814,Village_203,West Nimar,Madhya Pradesh
MP_WES_002,Nita Meena,APPROVED,1.4,22.2953,75.6289,Village_442,West Nimar,Madhya Pradesh
MP_WES_003,Raja Birhor,APPROVED,1.7,22.2305,75.8795,Village_652,West Nimar,Madhya Pradesh
MP_WES_004,Sumita Pradhan,APPROVED,3.0,22.0668,75.6268,Village_602,West Nimar,Madhya Pradesh
MP_WES_005,Pinki Lambada,APPROVED,1.6,21.9992,75.5911,Village_781,West Nimar,Madhya Pradesh
MP_WES_006,Akash Ekka,PENDING,1.4,21.6305,75.9474,Village_899,West Nimar,Madhya Pradesh
MP_WES_007,Lopa Kondh,PENDING,1.7,21.7767,75.6063,Village_895,West Nimar,Madhya Pradesh
MP_WES_008,Ajay Bai,APPROVED,1.4,21.871,76.1018,Village_756,West Nimar,Madhya Pradesh
MP_WES_009,Nita Majhi,PENDING,1.7,21.6812,75.4995,Village_919,West Nimar,Madhya Pradesh
MP_WES_010,Reena Bhil,APPROVED,0.8,21.6961,75.8011,Village_818,West Nimar,Madhya Pradesh
MP_WES_011,Sabita Kharia,PENDING,2.8,22.1542,75.8322,Village_337,West Nimar,Madhya Pradesh
MP_WES_012,Sonali Kondh,PENDING,3.0,21.8537,75.8945,Village_547,West Nimar,Madhya Pradesh
MP_WES_013,Mallaiah Gond,PENDING,1.2,21.4995,75.7055,Village_197,West Nimar,Madhya Pradesh
MP_WES_014,Soni Debbarma,APPROVED,2.1,22.0822,76.2209,Village_233,West Nimar,Madhya Pradesh
MP_WES_015,Subal Koya,PENDING,2.5,21.9973,75.9853,Village_779,West Nimar,Madhya Pradesh
MP_WES_016,Ramkali Debbarma,PENDING,1.0,21.9547,75.8527,Village_646,West Nimar,Madhya Pradesh
MP_WES_017,Soma Ho,PENDING,1.8,21.5151,75.4863,Village_157,West Nimar,Madhya Pradesh
MP_EAS_001,Rupali Kharia,PENDING,1.2,21.7804,76.8273,Village_214,East Nimar,Madhya Pradesh
MP_EAS_002,Biru Oraon,APPROVED,2.9,21.912,77.0027,Village_181,East Nimar,Madhya Pradesh
MP_EAS_003,Mallesh Birhor,APPROVED,2.1,21.9035,76.3207,Village_736,East Nimar,Madhya Pradesh
MP_EAS_004,Lakshmi Kharia,APPROVED,2.5,21.8989,76.1922,Village_338,East Nimar,Madhya Pradesh
MP_EAS_005,Kumari Bhil,PENDING,1.7,22.1678,76.8365,Village_805,East Nimar,Madhya Pradesh
MP_EAS_006,Lukra Ekka,APPROVED,0.7,21.6989,76.9876,Village_131,East Nimar,Madhya Pradesh
MP_EAS_007,Jayant Ekka,PENDING,1.9,21.9391,76.1741,Village_664,East Nimar,Madhya Pradesh
MP_EAS_008,Meera Kondh,PENDING,1.8,21.9149,76.3021,Village_960,East Nimar,Madhya Pradesh
MP_EAS_009,Lali Oraon,PENDING,2.0,22.3859,76.5194,Village_862,East Nimar,Madhya Pradesh
MP_EAS_010,Mallaiah Nayak,PENDING,2.4,22.2109,76.6265,Village_773,East Nimar,Madhya Pradesh
MP_EAS_011,Lakshmi Santhal,APPROVED,2.0,21.8574,76.1747,Village_145,East Nimar,Madhya Pradesh
MP_EAS_012,Anitha Oraon,APPROVED,2.3,21.7814,76.3093,Village_474,East Nimar,Madhya Pradesh
MP_EAS_013,Dinesh Gond,PENDING,2.2,21.6839,76.8915,Village_223,East Nimar,Madhya Pradesh
MP_EAS_014,Saroja Korku,PENDING,1.7,21.7428,76.57,Village_817,East Nimar,Madhya Pradesh
MP_EAS_015,Jayant Naik,PENDING,2.7,21.7195,76.4499,Village_243,East Nimar,Madhya Pradesh
MP_BAL_001,Arjun Kharia,APPROVED,0.6,21.6623,79.9081,Village_449,Balaghat,Madhya Pradesh
MP_BAL_002,Kamli Bai,APPROVED,2.0,21.48,80.4608,Village_432,Balaghat,Madhya Pradesh
MP_BAL_003,Ajay Gond,PENDING,2.3,22.1905,80.0613,Village_237,Balaghat,Madhya Pradesh
MP_BAL_004,Mohan Birhor,APPROVED,1.8,22.1087,80.4792,Village_650,Balaghat,Madhya Pradesh
MP_BAL_005,Sonali Pradhan,PENDING,1.9,22.3366,80.1055,Village_656,Balaghat,Madhya Pradesh
MP_BAL_006,Shanti Bai,PENDING,1.7,21.7518,79.9778,Village_317,Balaghat,Madhya Pradesh
MP_BAL_007,Santosh Bai,APPROVED,0.5,22.036,80.3299,Village_414,Balaghat,Madhya Pradesh
MP_BAL_008,Sanjay Gond,APPROVED,0.9,22.2329,80.4919,Village_837,Balaghat,Madhya Pradesh
MP_BAL_009,Sumita Lambada,APPROVED,2.0,22.1449,80.7276,Village_593,Balaghat,Madhya Pradesh
MP_BAL_010,Mohan Kondh,APPROVED,2.6,21.6973,79.8618,Village_408,Balaghat,Madhya Pradesh
MP_BAL_011,Jayant Baiga,APPROVED,1.3,22.0174,80.1952,Village_318,Balaghat,Madhya Pradesh
MP_BAL_012,Kamli Sahariya,APPROVED,2.7,22.2963,80.3148,Village_648,Balaghat,Madhya Pradesh
MP_BAL_013,Soni Santhal,PENDING,1.8,21.8167,79.8606,Village_245,Balaghat,Madhya Pradesh
MP_BAL_014,Reena Lambada,PENDING,1.7,21.8991,80.6904,Village_539,Balaghat,Madhya Pradesh
MP_BAL_015,Anitha Oraon,PENDING,1.0,21.9422,80.775,Village_935,Balaghat,Madhya Pradesh
MP_BAL_016,Linga Ho,PENDING,2.0,21.9945,80.4027,Village_330,Balaghat,Madhya Pradesh
MP_BAL_017,Ramesh Bhil,APPROVED,2.7,22.0047,79.9793,Village_598,Balaghat,Madhya Pradesh
MP_BAL_018,Lali Korku,APPROVED,2.0,22.1178,80.5413,Village_815,Balaghat,Madhya Pradesh
MP_BAL_019,Chotu Kharia,APPROVED,2.6,22.0274,80.042,Village_189,Balaghat,Madhya Pradesh
MP_BAR_001,Pothuraju Oraon,PENDING,1.9,21.5538,75.2193,Village_198,Barwani,Madhya Pradesh
MP_BAR_002,Santosh Debbarma,PENDING,1.8,21.4664,75.5649,Village_539,Barwani,Madhya Pradesh
MP_BAR_003,Biru Munda,PENDING,0.7,21.7876,74.6236,Village_745,Barwani,Madhya Pradesh
MP_BAR_004,Mallesh Ho,APPROVED,0.5,21.6569,74.8361,Village_243,Barwani,Madhya Pradesh
MP_BAR_005,Dinesh Singh,PENDING,1.0,21.7434,74.9715,Village_841,Barwani,Madhya Pradesh
MP_BAR_006,Chandan Kondh,APPROVED,0.6,21.6743,74.8538,Village_874,Barwani,Madhya Pradesh
MP_BAR_007,Subal Nayak,APPROVED,1.1,21.6582,75.0297,Village_943,Barwani,Madhya Pradesh
MP_BAR_008,Gouranga Sahariya,APPROVED,0.6,21.8104,75.0607,Village_129,Barwani,Madhya Pradesh
MP_BAR_009,Pinki Bhil,PENDING,2.7,21.6634,74.727,Village_842,Barwani,Madhya Pradesh
MP_BAR_010,Jiten Nayak,PENDING,1.7,21.8492,74.6219,Village_220,Barwani,Madhya Pradesh
MP_BAR_011,Lukra Bhil,PENDING,1.7,21.9885,74.8702,Village_624,Barwani,Madhya Pradesh
MP_AGA_001,Kumari Pradhan,APPROVED,0.9,23.8277,76.2062,Village_976,Agar Malwa,Madhya Pradesh
MP_AGA_002,Chotu Korku,PENDING,2.5,23.9547,76.2702,Village_903,Agar Malwa,Madhya Pradesh
MP_AGA_003,Pinki Oraon,APPROVED,1.3,23.7518,75.7995,Village_213,Agar Malwa,Madhya Pradesh
MP_AGA_004,Biru Ho,APPROVED,2.6,24.0343,76.2517,Village_634,Agar Malwa,Madhya Pradesh
MP_AGA_005,Reang Sahariya,PENDING,2.3,23.9291,76.0612,Village_708,Agar Malwa,Madhya Pradesh
MP_AGA_006,Manoj Debbarma,APPROVED,1.9,23.6422,76.3177,Village_632,Agar Malwa,Madhya Pradesh
MP_AGA_007,Anitha Bhil,PENDING,2.6,23.974,76.0992,Village_577,Agar Malwa,Madhya Pradesh
MP_AGA_008,Mohan Korku,APPROVED,1.4,23.8057,76.1749,Village_402,Agar Malwa,Madhya Pradesh
MP_AGA_009,Sunitha Birhor,APPROVED,0.7,23.9871,76.2339,Village_583,Agar Malwa,Madhya Pradesh
MP_AGA_010,Narayan Lambada,PENDING,0.7,24.0436,76.036,Village_647,Agar Malwa,Madhya Pradesh
MP_AGA_011,Jayant Meena,PENDING,1.7,23.665,76.0302,Village_907,Agar Malwa,Madhya Pradesh
MP_AGA_012,Ramkali Birhor,APPROVED,0.8,23.7363,75.8611,Village_148,Agar Malwa,Madhya Pradesh
MP_AGA_013,Pinki Pradhan,PENDING,1.6,23.5897,76.0622,Village_455,Agar Malwa,Madhya Pradesh
MP_AGA_014,Rupali Oraon,PENDING,1.6,23.7816,76.2756,Village_195,Agar Malwa,Madhya Pradesh
MP_AGA_015,Lali Kondh,APPROVED,2.2,23.7303,76.1413,Village_766,Agar Malwa,Madhya Pradesh
MP_AGA_016,Kamalamma Korku,APPROVED,0.9,23.7675,76.1441,Village_747,Agar Malwa,Madhya Pradesh
MP_DAT_001,Dinesh Oraon,PENDING,2.3,25.9235,78.8197,Village_605,Datia,Madhya Pradesh
MP_DAT_002,Sarita Koya,PENDING,1.6,25.599,78.463,Village_544,Datia,Madhya Pradesh
MP_DAT_003,Debu Pradhan,PENDING,2.5,25.7174,78.6816,Village_701,Datia,Madhya Pradesh
MP_DAT_004,Ram Santhal,PENDING,0.8,25.7976,78.6393,Village_721,Datia,Madhya Pradesh
MP_DAT_005,Lopa Singh,APPROVED,1.5,25.9742,78.6303,Village_745,Datia,Madhya Pradesh
MP_DAT_006,Sunitha Baiga,PENDING,1.1,25.6037,78.4219,Village_573,Datia,Madhya Pradesh
MP_DAT_007,Pushpa Oraon,APPROVED,0.8,25.7049,78.3667,Village_706,Datia,Madhya Pradesh
MP_DAT_008,Santi Debbarma,APPROVED,2.7,25.8985,78.5494,Village_766,Datia,Madhya Pradesh
MP_DAT_009,Anitha Bhil,APPROVED,0.8,25.7308,78.5507,Village_790,Datia,Madhya Pradesh
MP_DAT_010,Kamli Kharia,PENDING,1.7,26.085,78.7821,Village_846,Datia,Madhya Pradesh
MP_DAT_011,Shyam Majhi,APPROVED,2.0,25.6438,78.6331,Village_282,Datia,Madhya Pradesh
MP_DAT_012,Raja Gond,APPROVED,2.2,25.9325,78.7476,Village_891,Datia,Madhya Pradesh
MP_DAT_013,Prakash Gond,PENDING,2.4,25.51,78.3908,Village_290,Datia,Madhya Pradesh
MP_DAT_014,Gita Ekka,PENDING,2.2,25.9187,78.5891,Village_363,Datia,Madhya Pradesh
MP_DAT_015,Akash Nayak,PENDING,2.9,26.0398,78.6434,Village_984,Datia,Madhya Pradesh
MP_CHH_001,Nita Korku,APPROVED,2.0,25.1058,79.9557,Village_656,Chhatarpur,Madhya Pradesh
MP_CHH_002,Babulal Kharia,APPROVED,0.6,25.0434,79.6848,Village_219,Chhatarpur,Madhya Pradesh
MP_CHH_003,Asha Korku,PENDING,1.7,24.4887,79.528,Village_702,Chhatarpur,Madhya Pradesh
MP_CHH_004,Savitri Santhal,APPROVED,2.4,24.9654,79.9084,Village_669,Chhatarpur,Madhya Pradesh
MP_CHH_005,Lakshmi Koya,APPROVED,0.7,24.7108,79.7969,Village_852,Chhatarpur,Madhya Pradesh
MP_CHH_006,Kamli Singh,APPROVED,2.9,24.9307,79.3717,Village_378,Chhatarpur,Madhya Pradesh
MP_CHH_007,Chandan Munda,APPROVED,2.6,24.486,79.0842,Village_315,Chhatarpur,Madhya Pradesh
MP_CHH_008,Gopal Ho,PENDING,1.8,24.4318,79.5222,Village_885,Chhatarpur,Madhya Pradesh
MP_CHH_009,Anitha Koya,PENDING,2.3,25.0136,79.4389,Village_930,Chhatarpur,Madhya Pradesh
MP_CHH_010,Bikash Bhil,PENDING,1.9,24.4356,79.0055,Village_693,Chhatarpur,Madhya Pradesh
MP_CHH_011,Santosh Munda,PENDING,1.1,24.3064,79.2573,Village_446,Chhatarpur,Madhya Pradesh
MP_CHH_012,Sunitha Pradhan,APPROVED,0.6,25.0629,79.7844,Village_314,Chhatarpur,Madhya Pradesh
MP_PAN_001,Manisha Naik,PENDING,1.7,24.9593,80.2303,Village_725,Panna,Madhya Pradesh
MP_PAN_002,Linga Singh,PENDING,1.3,24.6056,80.1055,Village_685,Panna,Madhya Pradesh
MP_PAN_003,Meena Meena,PENDING,3.0,24.8787,80.6092,Village_608,Panna,Madhya Pradesh
MP_PAN_004,Meera Ho,PENDING,2.2,24.0004,79.9413,Village_758,Panna,Madhya Pradesh
MP_PAN_005,Kishore Naik,APPROVED,0.7,24.799,80.3783,Village_863,Panna,Madhya Pradesh
MP_PAN_006,Gouranga Debbarma,PENDING,1.8,24.1503,80.116,Village_922,Panna,Madhya Pradesh
MP_PAN_007,Soni Kharia,APPROVED,1.5,24.6897,80.2966,Village_630,Panna,Madhya Pradesh
MP_PAN_008,Lali Bai,PENDING,2.2,24.3939,80.4538,Village_781,Panna,Madhya Pradesh
MP_PAN_009,Devraj Singh,PENDING,2.4,24.473,80.065,Village_221,Panna,Madhya Pradesh
MP_PAN_010,Pinki Pradhan,APPROVED,1.0,24.6447,79.9705,Village_469,Panna,Madhya Pradesh
MP_PAN_011,Mallesh Lambada,PENDING,1.2,24.6726,80.1349,Village_504,Panna,Madhya Pradesh
MP_PAN_012,Reang Kondh,PENDING,1.2,24.2542,80.2743,Village_596,Panna,Madhya Pradesh
MP_PAN_013,Soni Majhi,APPROVED,2.7,24.1729,80.4427,Village_806,Panna,Madhya Pradesh
MP_PAN_014,Pothuraju Singh,PENDING,1.9,24.8403,80.1636,Village_434,Panna,Madhya Pradesh
MP_PAN_015,Mohan Naik,PENDING,0.8,24.3907,80.316,Village_477,Panna,Madhya Pradesh
MP_BET_001,Dinesh Pradhan,APPROVED,1.7,21.8285,78.1606,Village_972,Betul,Madhya Pradesh
MP_BET_002,Anitha Bai,APPROVED,1.6,22.024,78.166,Village_123,Betul,Madhya Pradesh
MP_BET_003,Rekha Kharia,PENDING,2.1,22.1255,77.6812,Village_533,Betul,Madhya Pradesh
MP_BET_004,Narayan Oraon,PENDING,2.7,21.6968,78.0742,Village_722,Betul,Madhya Pradesh
MP_BET_005,Ramkali Kondh,APPROVED,1.2,21.8728,78.3647,Village_488,Betul,Madhya Pradesh
MP_BET_006,Anji Ekka,APPROVED,2.9,21.8288,77.8145,Village_822,Betul,Madhya Pradesh
MP_BET_007,Chandan Bai,APPROVED,0.9,22.0139,77.5348,Village_770,Betul,Madhya Pradesh
MP_BET_008,Sarla Kharia,PENDING,1.2,21.4969,78.0753,Village_356,Betul,Madhya Pradesh
MP_BET_009,Reena Korku,PENDING,2.7,21.7222,78.1297,Village_890,Betul,Madhya Pradesh
MP_BET_010,Rekha Gond,APPROVED,1.1,21.8827,78.0453,Village_569,Betul,Madhya Pradesh
MP_BET_011,Rinku Pradhan,APPROVED,3.0,21.7438,77.7042,Village_894,Betul,Madhya Pradesh
MP_BET_012,Kamalamma Birhor,PENDING,1.5,21.7008,78.1245,Village_999,Betul,Madhya Pradesh
MP_NIW_001,Ramesh Meena,PENDING,0.5,25.3973,78.8093,Village_656,Niwari,Madhya Pradesh
MP_NIW_002,Kalia Korku,APPROVED,2.1,25.1145,78.6891,Village_926,Niwari,Madhya Pradesh
MP_NIW_003,Jiten Bhil,APPROVED,2.7,25.2861,78.9714,Village_550,Niwari,Madhya Pradesh
MP_NIW_004,Rita Gond,PENDING,2.5,25.0923,78.6592,Village_965,Niwari,Madhya Pradesh
MP_NIW_005,Lukra Ho,APPROVED,1.3,25.0927,78.767,Village_555,Niwari,Madhya Pradesh
MP_NIW_006,Krishna Munda,APPROVED,2.0,25.2701,78.7879,Village_694,Niwari,Madhya Pradesh
MP_NIW_007,Rakhi Oraon,PENDING,1.5,25.3375,78.5736,Village_590,Niwari,Madhya Pradesh
MP_NIW_008,Mallaiah Gond,APPROVED,1.4,25.1568,78.7171,Village_500,Niwari,Madhya Pradesh
MP_NIW_009,Anitha Lambada,APPROVED,1.7,25.4739,78.9329,Village_505,Niwari,Madhya Pradesh
MP_NIW_010,Babulal Korku,APPROVED,2.4,25.1494,78.7446,Village_783,Niwari,Madhya Pradesh
MP_NIW_011,Chotu Singh,PENDING,2.5,25.3988,78.9029,Village_393,Niwari,Madhya Pradesh
MP_NIW_012,Amar Korku,APPROVED,2.6,25.4614,78.8946,Village_931,Niwari,Madhya Pradesh
MP_NIW_013,Rathnam Meena,APPROVED,2.1,25.3147,78.8062,Village_665,Niwari,Madhya Pradesh
JH_SAH_001,Ram Bai,APPROVED,2.3,25.0155,87.8582,Village_288,Sahibganj,Jharkhand
JH_SAH_002,Radha Santhal,APPROVED,1.7,24.9831,87.4907,Village_692,Sahibganj,Jharkhand
JH_SAH_003,Sita Nayak,PENDING,1.6,24.8928,87.8074,Village_698,Sahibganj,Jharkhand
JH_SAH_004,Raju Korku,APPROVED,2.7,24.869,87.6468,Village_593,Sahibganj,Jharkhand
JH_SAH_005,Rinku Singh,APPROVED,2.5,25.2699,87.5228,Village_197,Sahibganj,Jharkhand
JH_SAH_006,Jiten Meena,APPROVED,1.3,24.8302,87.6042,Village_960,Sahibganj,Jharkhand
JH_SAH_007,Krishna Kharia,APPROVED,1.6,24.9738,87.6297,Village_933,Sahibganj,Jharkhand
JH_SAH_008,Akash Singh,APPROVED,2.3,24.8735,87.7291,Village_621,Sahibganj,Jharkhand
JH_SAH_009,Ramkali Singh,PENDING,2.2,24.8833,87.8277,Village_634,Sahibganj,Jharkhand
JH_SAH_010,Lopa Korku,APPROVED,1.0,25.2476,87.6688,Village_334,Sahibganj,Jharkhand
JH_SAH_011,Gita Baiga,PENDING,1.9,24.8949,87.6135,Village_953,Sahibganj,Jharkhand
JH_SAH_012,Savitri Gond,PENDING,2.4,24.7875,87.7003,Village_840,Sahibganj,Jharkhand
JH_SAH_013,Santi Kharia,APPROVED,1.4,25.1017,87.4937,Village_791,Sahibganj,Jharkhand
JH_SAH_014,Rupali Baiga,APPROVED,2.7,25.0107,87.596,Village_465,Sahibganj,Jharkhand
JH_SAH_015,Bhagwan Meena,PENDING,1.2,24.9259,87.8161,Village_463,Sahibganj,Jharkhand
JH_SAH_016,Soni Naik,PENDING,2.1,25.2852,87.5441,Village_254,Sahibganj,Jharkhand
JH_SAH_017,Akash Kondh,APPROVED,1.9,24.7617,87.6839,Village_841,Sahibganj,Jharkhand
JH_SAH_018,Lukra Bai,APPROVED,1.0,25.3005,87.622,Village_912,Sahibganj,Jharkhand
JH_SAH_019,Mallaiah Kharia,PENDING,1.9,25.2246,87.5004,Village_309,Sahibganj,Jharkhand
JH_GOD_001,Pothuraju Meena,PENDING,1.5,24.5161,87.3821,Village_747,Godda,Jharkhand
JH_GOD_002,Ramesh Meena,PENDING,2.0,24.8297,87.1192,Village_546,Godda,Jharkhand
JH_GOD_003,Santosh Oraon,APPROVED,2.5,24.6964,87.2358,Village_488,Godda,Jharkhand
JH_GOD_004,Devraj Singh,APPROVED,0.5,25.0617,87.242,Village_550,Godda,Jharkhand
JH_GOD_005,Linga Sahariya,APPROVED,2.5,24.8089,87.1334,Village_972,Godda,Jharkhand
JH_GOD_006,Meena Naik,PENDING,0.8,24.8161,87.1046,Village_301,Godda,Jharkhand
JH_GOD_007,Santosh Bhil,APPROVED,2.2,24.5908,87.2357,Village_229,Godda,Jharkhand
JH_GOD_008,Subhash Oraon,PENDING,1.6,24.9082,87.3813,Village_855,Godda,Jharkhand
JH_GOD_009,Gita Oraon,APPROVED,2.7,25.0446,87.3934,Village_739,Godda,Jharkhand
JH_GOD_010,Prakash Kharia,APPROVED,0.5,25.1448,87.3889,Village_234,Godda,Jharkhand
JH_GOD_011,Lopa Korku,APPROVED,2.9,24.967,87.1944,Village_527,Godda,Jharkhand
JH_GOD_012,Debu Munda,PENDING,2.7,25.0261,87.255,Village_293,Godda,Jharkhand
JH_GOD_013,Bikash Meena,PENDING,1.1,25.0374,87.3719,Village_124,Godda,Jharkhand
JH_PAK_001,Sunitha Birhor,PENDING,0.6,24.3982,87.7889,Village_493,Pakur,Jharkhand
JH_PAK_002,Manisha Baiga,APPROVED,0.8,24.6681,87.7528,Village_442,Pakur,Jharkhand
JH_PAK_003,Gouranga Birhor,PENDING,2.4,24.438,87.5991,Village_907,Pakur,Jharkhand
JH_PAK_004,Subhash Majhi,APPROVED,0.7,24.682,87.783,Village_756,Pakur,Jharkhand
JH_PAK_005,Harish Oraon,PENDING,2.0,24.284,87.61,Village_689,Pakur,Jharkhand
JH_PAK_006,Nita Ekka,PENDING,2.1,24.6085,87.8142,Village_979,Pakur,Jharkhand
JH_PAK_007,Pinki Oraon,APPROVED,1.9,24.6274,87.742,Village_935,Pakur,Jharkhand
JH_PAK_008,Rakesh Ekka,PENDING,0.6,24.4946,87.6804,Village_159,Pakur,Jharkhand
JH_PAK_009,Amar Baiga,APPROVED,0.5,24.7238,87.5414,Village_608,Pakur,Jharkhand
JH_PAK_010,Arjun Kondh,PENDING,1.3,24.507,87.5774,Village_855,Pakur,Jharkhand
JH_PAK_011,Santi Pradhan,PENDING,2.3,24.7368,87.6148,Village_703,Pakur,Jharkhand
JH_PAK_012,Bikash Nayak,APPROVED,2.2,24.6253,87.8268,Village_177,Pakur,Jharkhand
JH_PAK_013,Soma Naik,PENDING,1.5,24.7235,87.6649,Village_741,Pakur,Jharkhand
JH_PAK_014,Anji Kondh,PENDING,0.5,24.6575,87.8737,Village_924,Pakur,Jharkhand
JH_GIR_001,Guddu Kondh,APPROVED,0.9,24.6949,85.9399,Village_425,Giridih,Jharkhand
JH_GIR_002,Kalia Ekka,PENDING,1.4,24.4551,86.2894,Village_637,Giridih,Jharkhand
JH_GIR_003,Akash Ho,PENDING,0.7,24.6456,85.833,Village_371,Giridih,Jharkhand
JH_GIR_004,Rekha Pradhan,PENDING,0.8,24.4083,86.3126,Village_956,Giridih,Jharkhand
JH_GIR_005,Roshan Bhil,PENDING,2.3,24.095,86.2966,Village_695,Giridih,Jharkhand
JH_GIR_006,Chandan Majhi,PENDING,0.6,24.3551,86.2409,Village_732,Giridih,Jharkhand
JH_GIR_007,Raja Majhi,PENDING,0.9,24.0156,86.0537,Village_723,Giridih,Jharkhand
JH_GIR_008,Mallaiah Oraon,APPROVED,2.9,24.1602,85.8277,Village_460,Giridih,Jharkhand
JH_GIR_009,Pothuraju Debbarma,APPROVED,0.8,24.2993,86.2886,Village_494,Giridih,Jharkhand
JH_GIR_010,Pushpa Singh,PENDING,2.8,24.1837,86.28,Village_710,Giridih,Jharkhand
